------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
AeroElasticSE FAST driver
======  Blade Properties =================================================================
50          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 4.621020756928262e+01 -1.177406236542471e-01  0.000000000000000e+00  1.331536641413223e+00  4.753982545211191e+00  4.432005890783699e+00       23
 4.847224570204470e+01 -5.890466424990626e-02  0.000000000000000e+00  1.737092222870425e+00  4.406168110791390e+00  4.295113759590159e+00       24
 5.073428383480679e+01  1.939921258536731e-02  0.000000000000000e+00  2.191973772649521e+00  4.068533418844797e+00  4.148716320684667e+00       25
 5.299632196756887e+01  1.141314260301898e-01  0.000000000000000e+00  2.569923365843303e+00  3.737447665817114e+00  3.994927877442474e+00       26
 5.525836010033096e+01  2.222523952631774e-01  0.000000000000000e+00  2.870895151469198e+00  3.409280048154049e+00  3.835862733238832e+00       27
 5.752039823309305e+01  3.407225394629462e-01  0.000000000000000e+00  3.094840593202602e+00  3.080399762301307e+00  3.673635191448987e+00       28
 5.978243636585513e+01  4.665022778081124e-01  0.000000000000000e+00  3.241716645586313e+00  2.747176004704595e+00  3.510359555448191e+00       29
 6.204447449861722e+01  5.965520294772920e-01  0.000000000000000e+00  3.312261185037808e+00  2.405977971809619e+00  3.348150128611692e+00       30
 6.430651263137931e+01  7.278928580887967e-01  0.000000000000000e+00  3.431332037579117e+00  2.053292866263022e+00  3.189107223910761e+00       31
 6.656855076414139e+01  8.673281702139891e-01  0.000000000000000e+00  3.702134245755243e+00  1.703058037456847e+00  3.032586302306594e+00       32
 6.883058889690348e+01  1.020010110853964e+00  0.000000000000000e+00  4.018893162240173e+00  1.360638915759879e+00  2.876673523210972e+00       33
 7.109262702966556e+01  1.184399930891301e+00  0.000000000000000e+00  4.296688913700635e+00  1.017257316497290e+00  2.720652467642344e+00       34
 7.335466516242765e+01  1.358958881208582e+00  0.000000000000000e+00  4.535487007645859e+00  6.641350549942526e-01  2.563806716619167e+00       35
 7.561670329518974e+01  1.542148212688388e+00  0.000000000000000e+00  4.735254086594026e+00  2.924939465759404e-01  2.405419851159889e+00       36
 7.787874142795182e+01  1.732429176213302e+00  0.000000000000000e+00  4.895959605447612e+00 -1.064441934324729e-01  2.244775452282963e+00       37
 8.014077956071391e+01  1.928263022665902e+00  0.000000000000000e+00  5.009838445204795e+00 -5.414575497058143e-01  2.081157101006843e+00       38
 8.201907908166815e+01  2.093991619827551e+00  0.000000000000000e+00  5.127905195404818e+00 -9.363820051559656e-01  1.942521814538151e+00       39
 8.389737860262237e+01  2.264025574891165e+00  0.000000000000000e+00  5.299982701000951e+00 -1.370807546004847e+00  1.801422970164556e+00       40
 8.577567812357660e+01  2.440989750769643e+00  0.000000000000000e+00  5.508451821318380e+00 -1.849480554073165e+00  1.658360799940713e+00       41
 8.765397764453084e+01  2.624631225742244e+00  0.000000000000000e+00  5.709058310806444e+00 -2.369647977238130e+00  1.513371137129003e+00       42
 8.953227716548507e+01  2.814685194642555e+00  0.000000000000000e+00  5.901614308468996e+00 -2.928532875219302e+00  1.366487638162162e+00       43
 9.141057668643930e+01  3.010886852304158e+00  0.000000000000000e+00  6.086113739519262e+00 -3.523358307736239e+00  1.217743959472926e+00       44
 9.328887620739353e+01  3.212971393560638e+00  0.000000000000000e+00  6.262550347646711e+00 -4.151347334508506e+00  1.067173757494030e+00       45
 9.516717572834776e+01  3.420674013245583e+00  0.000000000000000e+00  6.403831094981424e+00 -4.809723015255670e+00  9.148106886582077e-01       46
 9.641937540898391e+01  3.562132813067944e+00  0.000000000000000e+00  6.539429432797450e+00 -5.264150281650724e+00  8.122558927522011e-01       47
 9.767157508962008e+01  3.705892384661167e+00  0.000000000000000e+00  6.643597343600725e+00 -5.730025734789855e+00  7.089291978229193e-01       48
 9.892377477025623e+01  3.851874267235202e+00  0.000000000000000e+00  6.744172229282638e+00 -6.206526577552927e+00  6.048405761467300e-01       49
 1.001759744508924e+02  4.000000000000000e+00  0.000000000000000e+00  6.793563620496322e+00 -6.692830012819811e+00  5.000000000000000e-01       50
